City,Area_sqft,Bedrooms,Bathrooms,Balcony,Age,Price
Trivandrum,448,2,4,2,14,4916000
Delhi,3966,1,1,2,2,71778000
Chandigarh,3285,2,3,1,14,46450000
Vadodara,3455,1,1,0,13,26959000
Bhopal,1088,3,4,1,0,7320400
Visakhapatnam,786,5,1,2,20,6289200
Indore,1369,5,2,2,7,9224000
Vadodara,3860,1,3,0,6,30498000
Trivandrum,1405,5,4,1,8,14497500
Vadodara,2665,1,4,0,17,21077000
Chandigarh,2124,1,1,1,11,29866000
Kolkata,2404,4,1,2,7,22376000
Hyderabad,3452,4,1,0,7,38552000
Surat,3817,4,1,0,29,32584500
Mysore,3701,2,4,1,5,25926800
Jaipur,2702,4,1,1,2,19674000
Coimbatore,2683,1,4,1,1,20812500
Indore,3497,3,1,2,13,21452000
Pune,2007,4,3,1,7,26991000
Surat,3732,4,3,2,5,32742000
Kochi,2189,3,1,1,3,22480000
Kochi,670,1,1,1,4,6970000
Nagpur,522,2,2,2,20,3536400
Indore,3103,4,3,1,12,19418000
Indore,1680,3,4,2,8,11010000
Mysore,1844,1,3,2,12,12969200
Pune,658,5,4,1,28,9304000
Chennai,1347,2,1,1,8,16504000
Pune,2494,3,3,0,23,32772000
Chandigarh,1262,3,3,1,23,18098000
Mumbai,924,3,2,0,15,23490000
Visakhapatnam,1287,4,2,1,11,9966400
Chandigarh,607,5,3,2,1,9748000
Kochi,3782,2,3,2,29,38060000
Patna,3194,1,3,0,18,16120000
Surat,548,1,4,1,29,4788000
Kochi,837,5,1,0,15,8940000
Trivandrum,2602,3,2,1,23,25029000
Coimbatore,3561,3,1,1,12,27117500
Patna,2121,3,2,2,4,11375000
Kochi,757,3,2,0,22,7820000
Visakhapatnam,3645,3,2,2,29,26514000
Visakhapatnam,1640,5,3,2,23,12618000
Chennai,2330,4,2,2,5,28860000
Kolkata,855,2,1,0,20,7715000
Bhopal,3223,3,2,1,23,19003400
Bangalore,2032,4,1,1,16,30960000
Nagpur,1028,1,2,0,16,6443600
Jaipur,3670,5,2,1,16,26440000
Ahmedabad,3279,4,3,0,2,27152000
Mysore,885,3,1,0,25,6088000
Bhopal,2980,3,2,1,12,17814000
Surat,599,3,2,2,11,5721500
Surat,770,4,1,0,5,7165000
Surat,1413,3,2,0,21,12280500
Mumbai,2382,4,4,0,20,60230000
Ahmedabad,3300,3,3,0,28,26650000
Kochi,1871,1,1,1,12,18820000
Pune,647,1,3,1,13,8741000
Bangalore,1187,2,4,0,6,18465000
Hyderabad,2711,3,4,2,4,30831000
Bhopal,3529,3,4,1,13,21218200
Visakhapatnam,3773,4,1,2,17,27705600
Coimbatore,2478,4,4,2,3,19765000
Nagpur,1921,3,1,0,0,12480200
Patna,1672,2,1,1,6,8740000
Vadodara,1004,3,2,0,19,8141200
Vadodara,3742,4,1,0,12,29667600
Chandigarh,2089,3,4,2,3,30276000
Bangalore,1817,4,1,2,12,27895000
Vadodara,2220,3,1,2,3,17986000
Lucknow,901,5,3,0,2,6926500
Lucknow,3555,4,4,0,7,24047500
Trivandrum,3836,2,1,0,19,36482000
Nagpur,3333,5,2,0,7,21514600
Indore,948,3,1,0,24,5778000
Delhi,1765,4,1,0,16,32170000
Jaipur,1238,5,3,0,14,9496000
Bangalore,1830,2,4,0,3,28170000
Visakhapatnam,1848,4,4,1,5,14365600
Bangalore,3564,5,2,1,23,54070000
Kochi,1247,5,2,1,29,12960000
Patna,1013,5,2,1,21,5715000
Ahmedabad,811,1,1,0,27,6218000
Surat,2879,3,1,0,5,24941500
Ahmedabad,1077,4,2,2,9,9436000
Kolkata,558,4,4,2,3,6202000
Kolkata,2461,4,4,1,8,23149000
Bangalore,772,5,2,2,15,12430000
Mumbai,2672,3,3,1,6,67570000
Chennai,3976,2,4,0,13,48232000
Hyderabad,1496,4,4,0,26,17016000
Mumbai,3720,3,2,2,5,93750000
Visakhapatnam,2958,3,4,0,0,22227600
Hyderabad,1002,1,1,0,17,10952000
Bhopal,615,4,1,1,11,4147000
Ahmedabad,2396,5,4,2,21,20138000
Ahmedabad,1964,3,1,0,26,15762000
Hyderabad,2240,3,3,2,14,25330000
Jaipur,2362,2,4,0,0,17314000
Mumbai,3435,1,2,1,14,86065000
Chennai,3691,3,1,0,14,44582000
Bangalore,3287,3,3,2,26,49755000
Delhi,1126,5,3,2,15,21238000
Ahmedabad,1644,5,1,1,20,13702000
Jaipur,3860,2,3,0,0,27680000
Delhi,3001,2,4,1,28,54318000
Coimbatore,1465,2,3,2,2,11767500
Coimbatore,1075,5,1,1,11,8792500
Chennai,3320,5,3,0,27,40410000
Pune,682,1,1,0,27,8596000
Chandigarh,1481,4,1,1,6,21414000
Bangalore,3281,4,3,2,4,50255000
Ahmedabad,2984,1,1,2,27,23762000
Bangalore,3544,4,1,1,25,53460000
Coimbatore,2308,5,2,0,0,18300000
Bhopal,3370,4,4,0,0,20626000
Bhopal,1552,5,1,0,14,9591600
Delhi,3289,1,4,0,7,59692000
Bhopal,3897,2,2,2,10,23102600
Kochi,1347,1,2,0,13,13600000
Pune,1064,4,2,1,28,14192000
Nagpur,2117,5,2,1,24,13715400
Delhi,1548,4,4,1,22,28584000
Ahmedabad,466,4,3,1,12,4528000
Surat,2453,2,3,0,18,21150500
Delhi,1036,4,4,2,11,19668000
Lucknow,713,2,1,0,21,4634500
Nagpur,3797,5,4,2,18,24571400
Pune,964,5,1,0,25,12902000
Delhi,2001,2,1,2,3,36538000
Delhi,1225,1,3,1,27,22100000
Bhopal,2953,5,2,1,3,18137400
Visakhapatnam,1505,1,3,2,2,11466000
Delhi,1425,5,3,2,25,26420000
Kolkata,2651,5,4,2,5,25149000
Bangalore,1061,3,4,1,4,16845000
Ahmedabad,1204,4,1,1,10,10232000
Coimbatore,2851,4,4,0,24,21982500
Vadodara,3574,1,1,2,8,28147200
Kolkata,935,4,1,2,2,9255000
Trivandrum,1791,1,2,2,28,17004500
Kolkata,1635,5,2,1,8,15625000
Mumbai,3024,3,3,2,28,76010000
Surat,3680,3,2,2,11,31910000
Jaipur,3210,5,1,1,2,23380000
Trivandrum,2320,2,4,2,19,22600000
Bhopal,2564,2,2,0,16,15091200
Trivandrum,1027,4,2,1,20,10276500
Kochi,1148,1,2,1,11,11730000
Trivandrum,3949,3,2,1,24,37805500
Kochi,504,4,1,0,17,5420000
Vadodara,2942,5,1,1,3,23837600
Surat,445,3,3,1,9,4492500
Lucknow,3270,1,4,1,17,21625000
Lucknow,1754,1,3,1,29,11411000
Chennai,1639,2,3,0,7,20188000
Ahmedabad,1381,4,2,2,8,11888000
Vadodara,1359,5,4,2,18,11630200
Mysore,1915,3,2,1,12,13552000
Mysore,2236,1,1,0,24,14994800
Patna,3292,3,3,1,5,17250000
Coimbatore,2896,5,4,2,21,22690000
Patna,2983,3,1,2,6,15525000
Coimbatore,2958,4,3,0,27,22605000
Mysore,1881,2,4,2,20,13330800
Trivandrum,1959,3,3,1,5,19400500
Visakhapatnam,2987,2,4,0,10,22086400
Vadodara,1907,5,3,2,16,15824600
Chennai,2463,2,2,1,18,29816000
Bhopal,2400,3,3,0,27,14190000
Ahmedabad,2690,3,3,1,24,21930000
Patna,2373,1,4,2,11,12435000
Indore,3678,3,4,1,20,22678000
Coimbatore,1311,2,2,0,20,9972500
Delhi,1694,1,4,1,23,30742000
Patna,3208,3,3,2,26,16490000
Delhi,2202,3,4,0,26,40046000
Chandigarh,3152,5,4,0,12,45118000
Jaipur,2153,1,4,2,17,15521000
Indore,514,5,2,1,28,3594000
Surat,2003,5,2,1,6,17975500
Visakhapatnam,1722,5,1,2,24,12948400
Surat,2260,4,2,0,22,19610000
Patna,3954,5,2,2,27,20380000
Vadodara,2844,2,2,0,4,22643200
Pune,2841,3,3,0,28,37183000
Surat,1498,4,1,1,15,13233000
Patna,1377,5,3,2,21,7735000
Ahmedabad,1905,3,2,0,3,15870000
Jaipur,1526,1,2,1,29,10572000
Pune,696,1,1,2,27,8938000
Hyderabad,3449,3,1,2,22,38229000
Indore,2625,2,4,0,0,16530000
Chandigarh,3686,3,2,0,3,52234000
Mumbai,3414,3,2,0,2,86000000
Chandigarh,2762,4,3,2,28,39228000
Kochi,1462,1,4,0,3,15190000
Jaipur,658,1,2,2,0,5156000
Delhi,2454,5,3,1,11,45142000
Indore,2496,3,1,2,12,15466000
Chennai,2608,3,3,0,1,32086000
Chennai,2292,2,2,2,27,27664000
Patna,575,1,3,0,26,2865000
Visakhapatnam,3473,2,3,1,28,25185600
Kochi,1400,4,4,0,8,14920000
Bhopal,2318,5,4,0,6,14554400
Kochi,2902,2,1,0,12,29200000
Surat,2067,1,4,0,21,17779500
Pune,675,4,3,0,1,9715000
Nagpur,2945,3,4,0,0,19189000
Indore,1075,4,2,1,17,7030000
Kochi,2223,2,3,1,6,22850000
Hyderabad,1451,1,3,2,17,16291000
Surat,1756,2,3,0,18,15226000
Mumbai,3472,3,2,2,7,87510000
Lucknow,3659,3,3,1,22,24233500
Visakhapatnam,2503,1,4,1,11,18511600
Trivandrum,946,5,2,0,10,9777000
Trivandrum,1535,4,3,0,26,15022500
Chandigarh,3781,4,4,2,29,53594000
Bhopal,2483,3,4,1,26,14891400
Hyderabad,2440,2,1,2,8,27260000
Mumbai,838,2,4,2,27,21350000
Indore,2152,5,4,2,3,14242000
Chandigarh,2015,2,1,0,6,28510000
Surat,2249,4,1,1,16,19596500
Chennai,3042,2,2,2,10,37004000
Visakhapatnam,2000,5,4,1,26,15190000
Jaipur,3796,4,2,1,1,27472000
Trivandrum,2063,2,2,2,22,19858500
Mysore,706,4,3,2,17,5580800
Kochi,1018,3,2,0,21,10450000
Kochi,1532,3,2,1,28,15530000
Indore,1795,3,2,2,25,11120000
Hyderabad,2804,2,2,2,11,31324000
Lucknow,2628,5,1,1,8,17872000
Surat,1779,4,4,2,10,16161500
Hyderabad,2099,1,3,1,4,23599000
Vadodara,2515,3,1,2,25,19847000
Nagpur,2739,3,3,1,6,17751800
Kolkata,3139,1,3,2,28,28361000
Jaipur,580,1,1,2,0,4490000
Bangalore,3937,2,2,0,23,59135000
Visakhapatnam,2881,4,1,1,24,21063200
Nagpur,1887,3,3,0,28,11949400
Patna,1313,5,3,2,4,7755000
Coimbatore,1957,2,2,1,5,15197500
Bangalore,2513,2,1,1,12,37955000
Indore,1444,5,4,2,10,9854000
Jaipur,2035,5,3,2,7,15375000
Kolkata,2831,5,1,2,19,26129000
Jaipur,2038,1,2,2,1,14796000
Bhopal,1982,3,2,1,14,11985600
Patna,2486,1,4,0,9,12880000
Hyderabad,1708,3,3,1,7,19538000
Bhopal,1221,1,4,1,1,7771800
Chennai,1001,4,4,1,20,12772000
Delhi,2020,3,4,1,14,37090000
Nagpur,1184,2,4,2,28,7720800
Jaipur,3807,3,2,0,5,27239000
Jaipur,1611,3,3,1,4,12087000
Pune,1070,3,4,1,21,14500000
Chandigarh,1666,4,3,0,21,23864000
Vadodara,1496,1,2,2,2,12178800
Vadodara,2926,2,2,1,10,23242800
Mumbai,2397,1,1,2,10,60155000
Chennai,3008,1,1,1,15,36146000
Bhopal,500,5,3,1,2,4050000
Bhopal,2961,4,1,0,8,17733800
Bhopal,2179,5,4,0,2,13828200
Delhi,575,4,3,2,18,11110000
Jaipur,637,1,2,1,10,4729000
Ahmedabad,3357,1,2,2,13,27146000
Kolkata,3530,4,4,0,1,32830000
Chennai,1522,1,1,0,6,18414000
Patna,3318,1,3,0,9,16920000
Bangalore,2377,2,3,0,9,36135000
Pune,2942,5,4,0,19,39096000
Indore,3394,5,1,2,0,21394000
Indore,2403,5,3,2,5,15588000
Trivandrum,1937,3,4,0,20,18931500
Ahmedabad,1154,2,3,1,13,9712000
Vadodara,3768,5,2,1,26,29940400
Vadodara,2658,5,3,1,1,21902400
Mumbai,1546,2,3,1,5,39290000
Chennai,3700,1,3,1,0,44990000
Trivandrum,1811,5,1,0,2,18034500
Chandigarh,539,1,1,2,3,7916000
Bangalore,940,5,4,0,12,15090000
Bhopal,1814,4,1,1,2,11281200
Surat,669,3,3,1,14,6296500
Vadodara,1435,5,3,2,12,12223000
Vadodara,2290,4,1,0,21,18162000
Lucknow,3860,2,1,2,10,25470000
Trivandrum,3808,4,3,1,3,37156000
Indore,905,2,3,1,29,5590000
Visakhapatnam,1529,5,2,2,16,11838800
Trivandrum,2479,2,4,1,4,24330500
Lucknow,3545,4,1,0,20,23362500
Coimbatore,3642,3,4,1,24,27845000
Bhopal,2272,1,3,1,23,13307600
Hyderabad,1492,1,4,0,7,16902000
Pune,1212,3,1,1,20,16006000
Delhi,761,1,1,2,23,13668000
Vadodara,1856,5,4,2,29,15286800
Surat,1328,5,1,1,9,12058000
Chennai,499,4,2,0,6,6708000
Coimbatore,2081,4,3,0,16,16247500
Lucknow,2456,2,3,2,27,16244000
Bangalore,3144,4,1,1,6,47840000
Bangalore,1452,5,3,0,26,22370000
Visakhapatnam,3585,4,2,0,23,26192000
Pune,2909,1,1,2,18,37887000
Surat,1320,2,2,2,8,11760000
Indore,3614,2,2,0,23,21764000
Vadodara,2837,5,3,2,1,23378600
Mysore,1031,4,3,0,21,7550800
Chandigarh,1081,1,4,1,19,15464000
Chennai,2604,4,2,2,18,31888000
Pune,2782,3,3,2,26,36616000
Mumbai,2707,4,2,1,5,68495000
Mysore,2529,5,4,0,9,18247200
Nagpur,1153,4,2,0,12,7748600
Visakhapatnam,1864,2,1,2,24,13520800
Surat,3643,1,4,0,1,31575500
Ahmedabad,3702,5,4,0,9,30666000
Indore,1119,3,2,1,9,7304000
Vadodara,474,1,2,1,25,3667200
Trivandrum,1693,1,3,1,4,16593500
Lucknow,2322,2,1,2,21,15253000
Visakhapatnam,3073,2,4,1,3,22925600
Jaipur,461,2,4,1,22,3647000
Delhi,1273,5,4,0,1,24124000
Hyderabad,719,4,3,1,6,8829000
Pune,2549,1,1,2,17,33227000
Kolkata,1852,4,4,1,16,17508000
Trivandrum,1273,4,4,2,10,13133500
Mumbai,2145,2,3,0,20,53885000
Kolkata,3401,4,2,0,17,31109000
Mysore,2702,1,4,1,7,18943600
Indore,1955,1,1,0,27,11460000
Nagpur,3017,3,1,1,27,18815400
Nagpur,511,5,1,0,11,3818200
Chandigarh,3432,4,1,2,23,48468000
Trivandrum,3784,5,3,0,0,37058000
Chennai,3445,5,4,1,19,42270000
Bhopal,860,5,3,1,29,5598000
Kolkata,3155,5,1,1,24,28865000
Chennai,1286,1,1,2,20,15462000
Visakhapatnam,3933,4,1,0,11,28817600
Kochi,1515,3,3,1,26,15520000
Jaipur,1475,5,1,2,25,10855000
Chandigarh,919,3,4,2,28,13396000
Ahmedabad,1211,1,1,2,5,10018000
Mumbai,3569,1,4,0,2,89815000
Ahmedabad,2683,2,4,0,4,22164000
Bhopal,2324,5,1,0,13,14089200
Vadodara,3845,2,3,2,11,30591000
Chennai,2004,3,2,0,12,24498000
Ahmedabad,1326,4,2,1,12,11288000
Bangalore,956,2,4,2,28,14720000
Jaipur,3096,1,3,0,16,21862000
Delhi,2681,5,2,2,23,48948000
Delhi,1455,3,1,2,26,26400000
Bhopal,3760,1,1,0,14,21798000
Visakhapatnam,978,4,4,2,5,8181600
Indore,941,5,3,0,11,6536000
Chennai,2561,4,3,0,1,31672000
Ahmedabad,2651,4,2,0,3,21988000
Jaipur,1452,5,2,2,19,10934000
Hyderabad,3090,5,1,2,24,34540000
Mysore,873,4,4,0,24,6536400
Patna,3144,3,3,2,20,16290000
Chandigarh,2700,5,2,0,11,38570000
Visakhapatnam,1304,1,2,1,2,9818800
Vadodara,2345,2,4,2,16,18911000
Jaipur,785,3,4,2,5,6485000
Surat,461,5,1,1,23,4408500
Indore,914,5,4,1,16,6474000
Kolkata,829,3,1,1,26,7591000
Lucknow,979,2,1,0,16,6463500
Lucknow,1960,4,4,0,10,13620000
Bhopal,1564,1,4,1,22,9341200
Kochi,3190,5,4,0,6,33010000
Chandigarh,1723,2,4,2,1,25042000
Bhopal,3122,1,4,1,18,18457600
Trivandrum,2758,3,1,2,1,26911000
Ahmedabad,870,5,2,0,21,7530000
Ahmedabad,1816,4,3,1,28,15008000
Chennai,2065,3,3,0,12,25350000
Visakhapatnam,1868,5,1,2,23,14019600
Chandigarh,1208,2,1,0,23,16872000
Chandigarh,571,1,2,2,15,8244000
Mumbai,3023,1,4,0,16,75885000
Surat,430,5,1,2,10,4485000
Visakhapatnam,446,3,3,0,8,3861200
Mysore,529,4,4,1,26,4237200
Pune,2799,2,1,1,23,36427000
Vadodara,1377,5,4,0,8,11810600
Visakhapatnam,2045,2,3,2,28,14984000
Jaipur,2004,1,4,0,13,14398000
Coimbatore,457,4,1,1,12,3987500
Patna,1529,2,1,2,24,7745000
Surat,3259,5,3,0,10,28611500
Patna,1753,4,2,0,11,9385000
Hyderabad,1167,3,2,2,21,13267000
Mysore,1082,5,4,0,2,8547600
Mysore,3854,2,1,1,0,26707200
Jaipur,2408,4,1,1,26,17136000
Chandigarh,3633,5,3,2,7,51992000
Vadodara,3444,4,3,0,25,27323200
Mumbai,2733,4,1,0,18,68685000
Patna,3542,4,3,1,12,18510000
Pune,2190,2,2,2,6,29050000
Delhi,1877,5,2,2,12,34696000
Visakhapatnam,1285,1,4,2,25,9542000
Trivandrum,796,1,3,1,5,8052000
Coimbatore,1938,2,4,1,2,15355000
Hyderabad,2473,2,3,2,5,27923000
Pune,712,4,3,2,27,9836000
Pune,2573,5,2,0,2,34399000
Vadodara,3879,5,1,0,12,30886200
Patna,1988,3,3,2,12,10670000
Coimbatore,1621,3,3,1,29,12467500
Lucknow,1210,1,3,1,24,7975000
Coimbatore,2635,3,1,0,12,20092500
Bhopal,3145,3,4,2,0,19331000
Bangalore,3257,1,4,1,28,49005000
Pune,3163,1,3,1,7,41569000
Ahmedabad,2432,3,3,1,4,20266000
Indore,1907,5,4,1,19,12372000
Bhopal,849,3,4,0,16,5534200
Chandigarh,2970,4,2,1,8,42340000
Indore,2294,4,3,1,12,14564000
Mumbai,1777,4,4,2,24,45185000
Surat,3433,2,2,2,12,29640500
Nagpur,3105,4,1,0,4,19891000
Chandigarh,996,5,3,0,13,14794000
Bhopal,2547,2,4,0,10,15352600
Patna,1015,2,3,0,24,5255000
Chandigarh,1347,4,2,1,25,19278000
Indore,1981,3,4,2,13,12716000
Pune,955,1,1,1,24,12285000
Jaipur,677,3,1,1,6,5269000
Nagpur,2413,3,2,1,23,15270600
Chennai,890,2,1,2,16,10940000
Bangalore,654,2,1,0,3,10170000
Nagpur,2828,2,1,0,9,17773600
Indore,1291,5,1,2,9,8596000
Chandigarh,941,5,1,2,14,13924000
Hyderabad,1687,1,1,0,19,18447000
Patna,2033,2,1,1,11,10445000
Kochi,1224,4,4,0,8,13160000
Pune,3326,2,1,2,2,43778000
Vadodara,1752,5,4,0,14,14615600
Patna,3586,2,3,0,11,18370000
Pune,3747,5,2,0,25,49201000
Chennai,3959,2,1,2,14,47808000
Indore,680,4,2,2,25,4580000
Kochi,1698,1,1,0,0,17250000
Delhi,1172,4,4,0,14,21896000
Surat,3290,5,1,1,10,28715000
Chandigarh,3166,3,3,1,4,45134000
Chandigarh,727,4,2,0,6,10898000
Trivandrum,2658,2,2,2,11,25731000
Nagpur,3174,1,3,1,19,19888800
Delhi,1322,2,4,0,24,24096000
Delhi,951,2,4,1,5,17878000
Ahmedabad,2473,4,3,1,21,20404000
Bhopal,2474,1,2,1,2,14779200
Lucknow,1101,3,1,2,9,7706500
Ahmedabad,3554,2,4,0,25,28712000
Chennai,2319,1,1,2,20,27858000
Visakhapatnam,3129,3,2,2,25,22878800
Mumbai,2860,2,1,1,21,71580000
Chandigarh,566,1,3,0,29,7854000
Kolkata,568,4,4,1,3,6212000
Surat,628,2,4,2,12,6038000
Mysore,2402,2,3,2,18,16793600
Patna,766,1,3,0,4,4260000
Vadodara,927,2,4,2,22,7730600
Vadodara,1190,3,4,2,26,9852000
Indore,923,2,4,0,21,5898000
Jaipur,1495,5,2,1,17,11195000
Hyderabad,2068,3,2,0,0,23438000
Lucknow,2553,1,2,2,20,16744500
Chennai,3179,3,1,0,20,38318000
Hyderabad,2308,5,2,1,27,25918000
Lucknow,3412,5,4,2,15,23268000
Chandigarh,1705,2,2,1,15,24190000
Trivandrum,532,2,4,1,15,5614000
Lucknow,2981,4,3,0,27,19796500
Ahmedabad,3422,3,1,1,21,27606000
Delhi,2716,4,1,0,18,49248000
Ahmedabad,3883,5,3,0,15,31874000
Nagpur,3120,2,4,1,0,20204000
Vadodara,2042,2,1,0,19,15967600
Hyderabad,3238,2,2,0,19,35778000
Bangalore,2288,1,4,1,9,34850000
Indore,2170,5,1,2,1,14030000
Bhopal,417,2,3,0,13,2818600
Bhopal,2177,5,4,0,7,13716600
Lucknow,516,2,1,1,5,3754000
Chennai,1197,3,3,0,27,14634000
Jaipur,3615,5,4,1,2,26575000
Vadodara,2998,4,2,2,15,24084400
Delhi,3376,1,4,2,16,61238000
Kochi,2111,4,2,1,11,21810000
Mumbai,1152,5,4,2,26,29670000
Kolkata,2869,2,3,1,18,26201000
Surat,1792,5,2,0,23,15762000
Bangalore,3093,1,2,2,19,46565000
Mysore,3005,5,4,0,2,21624000
Mysore,2497,2,1,0,12,17159600
Trivandrum,1077,4,2,1,15,10851500
Bangalore,505,3,4,2,10,8465000
Bangalore,3687,4,3,2,19,56045000
Surat,1057,2,4,0,26,9244500
Kolkata,2346,2,4,0,15,21594000
Coimbatore,1848,1,2,1,19,13950000
Surat,1495,5,1,2,1,13717500
Patna,1387,5,3,1,3,8065000
Bhopal,3289,4,2,1,26,19476200
Mysore,2208,3,2,1,27,15244400
Mysore,2182,3,2,2,24,15207600
Trivandrum,845,1,3,1,3,8557500
Patna,2348,2,1,2,27,11780000
Chennai,3657,1,3,1,16,44154000
Mumbai,2517,5,3,0,0,64035000
Patna,2397,2,1,1,0,12485000
Mumbai,2597,1,3,1,29,64935000
Bhopal,3717,4,4,2,4,22718600
Mysore,1173,5,3,0,21,8666400
Mysore,1961,3,2,0,11,13804800
Lucknow,2075,1,3,2,5,14057500
Chandigarh,1522,5,2,2,5,22358000
Jaipur,1701,5,3,0,24,12537000
Jaipur,1986,3,2,2,16,14432000
Hyderabad,2086,3,2,0,25,23136000
Mumbai,1343,3,2,1,21,33925000
Surat,854,1,1,1,12,7369000
Vadodara,1527,3,3,0,7,12580600
Delhi,1345,4,3,0,23,24710000
Bhopal,1000,5,4,1,11,6890000
Jaipur,3100,3,4,1,14,22430000
Chennai,1124,5,4,0,18,14358000
Hyderabad,2680,2,3,2,28,29740000
Chandigarh,1817,2,1,2,20,25618000
Kochi,1924,3,2,0,25,19430000
Trivandrum,650,5,3,2,19,7065000
Bangalore,1944,2,1,1,27,29120000
Indore,478,3,1,1,16,3198000
Kochi,3523,5,3,2,8,36340000
Kochi,1297,3,2,0,20,13260000
Bhopal,3368,5,1,1,17,20144400
Kolkata,1180,2,3,1,27,10820000
Visakhapatnam,625,3,2,1,1,5250000
Kolkata,1474,2,4,2,10,14006000
Ahmedabad,1609,3,1,0,22,13002000
Hyderabad,1457,1,1,2,19,16077000
Trivandrum,1202,2,3,0,16,11759000
Coimbatore,1141,2,3,0,20,8817500
Chennai,2578,4,2,2,17,31596000
Lucknow,3470,2,4,1,14,23135000
Mysore,3079,5,4,0,6,22047200
Visakhapatnam,3914,3,3,2,15,28850800
Patna,3285,1,3,1,24,16535000
Mysore,3206,5,2,0,28,22230800
Bhopal,3903,5,3,0,0,23747400
Ahmedabad,1103,5,2,1,27,9354000
Jaipur,2944,5,2,0,17,21258000
Nagpur,1826,1,4,2,26,11591200
Kochi,2770,4,2,0,21,28120000
Nagpur,3681,2,4,0,7,23462200
Kolkata,1014,5,4,1,6,10316000
Coimbatore,728,2,4,2,24,5920000
Coimbatore,1795,2,3,1,29,13622500
Chennai,1883,5,4,2,1,23966000
Visakhapatnam,532,4,2,1,11,4530400
Bangalore,1234,2,3,0,15,18870000
Hyderabad,3098,3,2,2,8,34768000
Mumbai,520,2,3,2,19,13440000
Bangalore,3053,5,2,0,10,46585000
Visakhapatnam,1875,1,1,1,14,13570000
Ahmedabad,1364,2,1,2,2,11452000
Chennai,528,4,1,0,22,6616000
Delhi,3562,3,2,0,20,64406000
Lucknow,1998,3,3,2,12,13717000
Chennai,2476,1,4,2,20,30102000
Bangalore,3169,1,4,2,27,47785000
Delhi,1947,2,2,0,12,35346000
Surat,732,5,2,1,1,7272000
Trivandrum,3768,4,2,1,5,36616000
Mysore,1553,3,2,2,5,11310400
Bhopal,1716,1,4,0,11,10362800
Hyderabad,1596,4,3,0,3,18456000
Trivandrum,3391,5,4,2,4,33524500
Jaipur,3495,3,2,0,22,24715000
Vadodara,3570,3,1,0,29,27836000
Pune,1829,5,4,0,7,24867000
Hyderabad,755,3,1,2,5,8935000
Lucknow,538,5,1,2,20,4127000
Ahmedabad,1926,3,2,2,27,15718000
Kolkata,1597,2,4,1,2,15193000
Kolkata,428,5,3,1,22,4602000
Pune,1330,4,4,2,7,18390000
Trivandrum,2943,2,3,0,18,28258500
Mysore,1413,4,3,0,20,10168400
Bangalore,3102,3,2,2,10,47180000
Kochi,1227,4,3,0,17,12890000
Vadodara,750,2,4,0,9,6450000
Visakhapatnam,3001,5,4,1,25,22417200
Chennai,2424,1,1,0,27,28818000
Indore,698,4,3,0,19,4768000
Pune,2143,1,2,2,11,28189000
Kochi,2265,4,2,1,19,23190000
Chennai,1615,4,4,1,27,20000000
Visakhapatnam,2095,5,3,0,28,15634000
Jaipur,2511,3,2,2,7,18287000
Hyderabad,1154,2,3,1,18,13074000
Bhopal,1169,2,3,1,20,7120200
Patna,1638,2,1,0,15,8310000
Hyderabad,1233,3,2,1,26,13813000
Nagpur,2613,1,1,2,20,16230600
Kochi,2306,2,2,2,17,23420000
Coimbatore,3703,1,3,1,8,28202500
Nagpur,1964,3,2,2,3,12966800
Visakhapatnam,1618,3,4,2,8,12579600
Vadodara,905,5,3,0,24,7689000
Chennai,1757,2,2,1,1,21684000
Kolkata,3240,5,1,1,8,29950000
Nagpur,3775,2,1,0,8,23665000
Vadodara,3280,3,3,0,17,26054000
Trivandrum,1860,3,1,0,10,18040000
Vadodara,3794,4,3,0,12,30313200
Trivandrum,3973,4,3,2,5,38763500
Ahmedabad,3305,3,3,2,8,27250000
Surat,1816,3,2,0,15,15826000
Nagpur,3253,1,3,1,3,20698600
Lucknow,1572,1,1,1,1,10548000
Lucknow,1160,5,4,1,6,8730000
Delhi,1232,4,2,0,14,22736000
Jaipur,1828,4,1,2,24,13196000
Surat,682,3,3,2,5,6667000
Chandigarh,3833,3,3,2,10,54432000
Lucknow,778,5,4,2,26,5927000
Vadodara,597,4,1,1,29,4876600
Surat,3462,1,2,1,19,29517000
Chennai,3471,2,1,2,16,41912000
Nagpur,955,5,3,0,3,6971000
Mysore,755,2,2,2,18,5474000
Visakhapatnam,1963,1,3,2,6,14683600
Trivandrum,3900,1,3,0,10,37360000
Hyderabad,1440,2,1,2,12,16180000
Pune,3086,5,4,1,26,40908000
Surat,778,2,3,0,25,6773000
Mumbai,1079,5,1,0,20,27445000
Kochi,2953,5,2,2,27,30140000
Chennai,2179,3,4,1,2,27118000
Surat,1298,4,3,1,13,11813000
Jaipur,475,4,3,1,1,4345000
Delhi,630,1,2,2,28,11330000
Ahmedabad,2139,3,1,2,17,17502000
Visakhapatnam,1361,4,3,1,4,10759200
Kolkata,3719,5,2,2,12,34381000
Pune,2749,5,3,1,12,36687000
Mumbai,3173,2,1,2,23,79445000
Visakhapatnam,2662,2,4,0,23,19486400
Kolkata,3629,5,1,0,13,33271000
Surat,2516,5,1,2,11,22196000
Delhi,792,2,1,2,20,14436000
Jaipur,1508,4,2,1,12,11236000
Jaipur,666,1,3,0,17,4832000
